Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2129,5.0,0.8934,"service, server, client, target, application, provider, response, identifier, access, result",device server representations access relying credentials values policy session mobile
2130,1.0,0.3348,"content, file, document, media, hash, ID, ledger, metadata, software, container",media processor preference production broadcast memory stores content instructions embodiments
2131,1.0,0.8658,"content, file, document, media, hash, ID, ledger, metadata, software, container",dialer receiver content database identifier device interaction ID call stores
2132,2.0,0.3325,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",entity transport broker module peertopeer application unit object network triggering
2133,8.0,0.8916,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",communications environment call voice request transfer response key storage service
2134,11.0,0.4513,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",difficulty bitcoin default forks fork detection periods mining blocks miners
2135,0.0,0.6971,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",identity token activity tokens relate Identity verification Aspects comparison devices
2136,10.0,0.4576,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",security transaction TEE code protocol network type consortium execution processor
2137,8.0,0.4756,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",manufacture connection andor artifacts apparatuses infrastructure communication operations techniques articles
2138,5.0,0.7001,"service, server, client, target, application, provider, response, identifier, access, result",client connection tunnel reachability endpoint request option connectivity server clients
2139,10.0,0.6267,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",entities certification VNF processes consumption addition notification Network ledger functionality
2140,10.0,0.5265,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",application cluster members transaction status communication account operation instances paths
2141,9.0,0.5726,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node slave parameter training server result client receiving master load
